time,id,roadid,laneid,s,Junction
345.1323388963938,7828967384418246903,667,3,32.65708463191985,655
345.1471622418612,12495575570584318689,667,3,32.41942055821418,655
345.1621143249795,9271435702861839866,667,3,32.178744184970846,655
345.1764208422974,15580436282765332329,667,3,31.69080917835235,655
345.19226226676255,10396229716218159601,667,3,31.461716222763055,655
345.22018428426236,10405689133283386063,667,3,31.236053991317743,655
345.2343019777909,6137081239624262327,667,3,31.0051533460617,655
345.2493546837941,5057564596171867139,667,3,30.758272218704217,655
345.26350608374923,8257005572653618827,667,3,30.525570440292352,655
345.27848428394645,2293569908329275351,667,3,30.278638172149652,655
345.2939297026023,6191125337245682381,667,3,30.023348855972284,655
345.3113023946062,9596153962174144504,667,3,29.735415744781488,655
345.32744420226663,13441864641255141995,667,3,29.467192697525018,655
345.34322006162256,13733024849329651531,667,3,28.97404913902282,655
345.35702024400234,2169127470222562419,667,3,28.74101190567016,655
345.3862809734419,8032813003405560112,667,3,28.484055328369134,655
345.4012182643637,2702742627565324924,667,3,28.23312788009643,655
345.4166485099122,5193766564017386221,667,3,27.973366546630853,655
345.43287131469697,7296309194328361142,667,3,27.699659633636468,655
345.44695456977934,7275348331801298550,667,3,27.461577701568597,655
345.4631134746596,1827461945880808755,667,3,27.187833595275873,655
345.4777803244069,12122581937217828910,667,3,26.700223255157464,655
345.4918130552396,1235362563209532145,667,3,26.4651382446289,655
345.5196814937517,6452462766792927493,667,3,26.224989700317376,655
345.53419475164264,15079651019827855894,667,3,25.976815509796136,655
345.54848476778716,6538402685155427387,667,3,25.732012081146234,655
345.56345354393125,13734723849512933169,667,3,25.47509746551513,655
345.5781495748088,8003399731146636455,667,3,25.22239093780517,655
345.59301312547177,2278131804700558763,667,3,24.705828475952142,655
345.60810555145144,11523379849009488410,667,3,24.474173355102533,655
345.6362180430442,8976377993770231696,667,3,24.21930198669433,655
345.6518187588081,16364083544713010403,667,3,23.948562431335443,655
345.6664164243266,18074300342224566873,667,3,23.694764900207513,655
345.6812598416582,16379743394688789228,667,3,23.436222839355462,655
345.6960261845961,7516426286185688605,667,3,23.178555297851556,655
345.70984247978777,15990713740773504322,667,3,22.686105537414544,655
345.72417369578034,18304829609843540024,667,3,22.433048057556146,655
345.75410421099514,7716988515732374187,667,3,22.16058902740478,655
345.7701784176752,2834467489361782742,667,3,21.877562332153314,655
345.78589174803346,571181685017104019,667,3,21.60035781860351,655
345.80172433238477,3485257670505023380,667,3,21.320517349243158,655
345.81791542377323,6435293525223692890,667,3,21.03378372192382,655
345.8329984229058,7023770874057570037,667,3,20.76618175506591,655
345.85202259756625,9043378154254845914,667,3,20.42792491912841,655
345.86662201210856,5132374529766647720,667,3,20.16785411834716,655
345.88370168954134,11717191391445934508,667,3,19.86300258636474,655
345.89988168329,17709459268401561400,667,3,19.57364540100097,655
345.9158419780433,13200732687690629090,667,3,19.28767471313476,655
345.93076200131327,17897253709085761751,667,3,19.019861984252923,655
345.9452278772369,8178439403895598018,667,3,18.759753990173333,655
345.95984046626836,4725776365927691852,703,-1,19.14310476183889,655
345.97432726155967,18213436073094481019,703,-1,19.01990495622156,655
346.00299080461264,12308060879531853882,703,-1,18.999999999999982,655
346.01729472726583,3569327416984174575,703,-1,18.89307087659834,655
346.03166663460433,13028720755306057574,703,-1,18.7556486725807,655
346.04616936389357,14782039195192852002,703,-1,18.616755425930005,655
346.0631033750251,7780393349594055906,703,-1,18.454299718141538,655
346.0789772635326,3283982284417774573,703,-1,18.301776856183988,655
346.09673707094043,5843516094371822374,713,-1,10.674416542053224,655
346.11240494903177,3410128611327952288,713,-1,10.52933591604233,655
346.12701503839344,17162812928264008978,713,-1,10.268029302358629,655
346.1405447619036,11369861511075986210,713,-1,10.1224746927619,655
346.1561775850132,17148086006306422271,713,-1,10.000000000000004,655
346.1868347590789,1674354980226765633,713,-1,9.986889362335209,655
346.2011407148093,13787578696254215419,667,3,14.084839630126945,655
346.21743069402874,3828830328167443802,667,3,13.78256301879882,655
346.2328449189663,7873619858209880932,667,3,13.496020126342765,655
346.24665793403983,17005720220884536786,667,3,13.238833236694328,655
346.2604542914778,9098205444272174521,667,3,12.696547317504875,655
346.27571164630353,15994687798120453385,667,3,12.430733489990226,655
346.303882477805,12698118877259667528,667,3,12.169039535522453,655
346.31901430990547,12819806928126542066,667,3,11.88499336242675,655
346.33620495256037,579728789208744831,667,3,11.561692047119132,655
346.3507631691173,4864247615612050178,667,3,11.287436294555656,655
346.36642510909587,17179111112919655056,667,3,10.991873550415031,655
346.3812066866085,16535315766460647736,667,3,10.712458419799797,655
346.3951960010454,2568122963634411656,667,3,10.447598266601554,655
346.41035225149244,10910784277027194859,667,3,10.160168457031242,655
346.4267191356048,11984189670575727458,667,3,9.55652313232421,655
346.44209940638393,1504381235782204598,667,3,9.273978042602531,655
346.4569212505594,1349888923888573239,667,3,8.993241119384757,655
346.4858932867646,13754289296739935309,667,3,8.720360565185539,655
346.5005945097655,17161457093061477214,667,3,8.438757705688468,655
346.5155954938382,557848848560473266,667,3,8.150942611694328,655
346.5339009463787,7448921120297290,667,3,7.799048233032218,655
346.55177076905966,7633234546384650024,667,3,7.454853820800773,655
346.57051182724535,2354548108684716036,667,3,7.093148040771476,655
346.5860140249133,3907588911437353977,667,3,6.793415832519523,655
346.60171390883625,5603012013699379966,667,3,6.4893444061279215,655
346.61804368905723,4190949732562212657,667,3,6.172520446777336,655
346.63304190151393,6771880603564378296,667,3,5.881045150756828,655
346.64871097914875,2506722979438579217,667,3,5.57602005004882,655
346.66343727800995,8809963783716996009,667,3,5.288885879516593,655
346.68294491339475,12517309137440563209,667,3,4.907765197753898,655
346.70035854447633,4657892740716019994,667,3,4.566902923583976,655
346.7167713372037,16466767508108288119,667,3,4.245055007934562,655
346.7316380860284,3720065157014864080,667,3,3.953049468994133,655
346.74642396718264,11203035063047896306,667,3,3.6621692657470626,655
346.76200152002275,7147310063076699152,667,3,3.355210113525383,655
346.77638411335647,1213972321605304144,667,3,2.7625644683837813,655
346.7920044241473,10930578122593452183,667,3,2.485140609741203,655
346.8197951177135,5405387062973049998,667,3,2.211947250366203,655
346.8356405152008,3787111418518057042,667,3,1.8972576141357345,655
346.85024611931294,15088337835734849412,667,3,1.606734085083,655
346.8638427769765,12909898286402265834,667,3,1.3358829498290938,655
346.87840887065977,7006275331846699357,667,3,1.0452850341796798,655
346.89417304936796,2474577290593608738,667,3,0.7302673339843673,655
346.9099730262533,8594524729841873697,667,3,0.13861923217772665,655
349.22639154829085,13951073753480596201,588,3,25.67814256206152,576
349.252903573215,18443380257388385423,588,3,25.373796026706668,576
349.26785242184997,7652338325103349097,588,3,25.018361787795993,576
349.28200091887265,1059842003250584206,588,3,24.68167899131772,576
349.2958030998707,10779772814628494926,588,3,24.352976303100558,576
349.30963703710586,8459733663849887849,588,3,23.695440034866305,576
349.33633201476187,9507322168588313548,588,3,23.386270503997775,576
349.3503629816696,3708600751775195805,588,3,23.05107186317441,576
349.36492930632085,10506203375390244929,588,3,22.70280502319333,576
349.37804620340466,15037003424228050116,588,3,22.06240342140195,576
349.39168362133205,6089092498955511473,588,3,21.677517395019503,576
349.4199708830565,15615181253074264897,588,3,21.384223918914767,576
349.4335568714887,87522146120362283,588,3,21.05813072204587,576
349.4469497129321,11866475386051862389,588,3,20.73642204284665,576
349.4611140880734,4552943328713435869,588,3,20.049754600524874,576
349.4755084104836,12957054065318063478,588,3,19.721149902343722,576
349.4891594713554,10907175755669513063,588,3,19.305697898864718,576
349.52009464614093,18073610561473779175,588,3,18.975545864105197,576
349.5332517279312,7598407179999858698,588,3,18.658083419799777,576
349.5482569001615,13079658395305305300,588,3,18.29569576263425,576
349.56241816468537,5498721376160545514,588,3,17.63012550354001,576
349.57577877119184,1544469360954382524,588,3,17.32353256225583,576
349.6031330311671,1599372081562836152,588,3,16.967356185913058,576
349.61653085332364,4824802655132429821,588,3,16.64238594055173,576
349.63070143852383,8911062307786999452,588,3,16.29837081909177,576
349.6437776731327,11288512005920816599,588,3,15.63920352935788,576
349.67064034659415,10361776392971396009,588,3,15.3272394943237,576
349.68367690965533,7726414845672914380,588,3,15.009821395873994,576
349.69771301187575,8372507316731780777,588,3,14.66783187866208,576
349.7107270192355,7753679947586182535,588,3,14.019435386657685,576
349.7242965409532,4122530519391771807,588,3,13.638660888671845,576
349.739890050143,6237713414750206422,588,3,13.275903205871552,576
349.76837410684675,13044413319754623012,588,3,12.942287902832001,576
349.7815874814987,7588665656378295401,588,3,12.618903617858857,576
349.7982192635536,5795044006438795005,588,3,12.211501579284638,576
349.8114309627563,18231259115640781206,588,3,11.887621383666962,576
349.82726947776973,5406150223740409177,588,3,11.162992935180634,576
349.8409556178376,17531527771520660984,588,3,10.817468147277802,576
349.8708406230435,1650573049694143853,588,3,10.428335647582978,576
349.8850682321936,5532857303717237314,588,3,10.078172187805146,576
349.89980747457594,159408448343378487,588,3,9.715122680664033,576
349.91731854435056,11492094960218536192,588,3,9.283403854370087,576
349.93203749042004,8839929624180575964,588,3,8.92023323059079,576
349.9498665248975,15917759039550949639,588,3,8.479946594238251,576
349.9638189757243,17619533753272260596,588,3,8.135204772949189,576
349.9776934105903,15532845581616004303,588,3,7.475088577270478,576
350.00350751914084,1663465133203296005,588,3,7.153080444335908,576
350.0171508900821,727631357149422234,588,3,6.814951400756806,576
350.03255551028997,4053917038284609834,588,3,6.432844619750947,576
350.0471393223852,17908562263072864543,588,3,6.070805053710908,576
350.0605033803731,5473506131140389529,588,3,5.411327819824189,576
350.08688451536,4616610262040140776,588,3,5.082401733398408,576
350.10014490410686,7765482856915984810,588,3,4.752144317626923,576
350.1132736746222,13235382990473633085,588,3,4.4249539184570015,576
350.127512678504,3842164392018403727,588,3,3.7365212249755566,576
350.14086848683655,13848012021865822465,588,3,3.3609242248534863,576
350.1689373627305,7191988396748271586,588,3,3.035265426635713,576
350.1837622001767,5461565182073151316,588,3,2.664497833251924,576
350.196601908654,7670249163466088046,588,3,2.3431534576415722,576
350.20987949706614,16655349670536989784,588,3,1.7019390869140332,576
350.23726539872587,13825056949327466195,588,3,1.323563079833955,576
350.25101506058127,5749197748573896204,588,3,0.9782910156249707,576
350.2646171161905,16627923919735248727,588,3,0.6365074920654004,576
352.00072608236223,3222182335495092306,499,1,25.976509479962495,498
352.0139975408092,14019961344515978361,499,1,25.655033035360482,498
352.028187812306,15691485402426018091,499,1,24.986287309013512,498
352.0416303453967,10227934926836984939,499,1,24.657627893768456,498
352.07077847607434,11800548941874559212,499,1,24.28167386182418,498
352.0831786142662,10679049021033706042,510,1,23.905382922787382,498
352.096498333849,18288892624944872913,510,1,23.29796915401907,498
352.1083315126598,1950778654199098782,510,1,22.93034963955374,498
352.13693772722036,5192228263981760304,510,1,22.607119611401274,498
352.1496703037992,14809004824380550198,510,1,22.30023889889212,498
352.165201802738,14241589928655579485,510,1,21.926600268978788,498
352.1774392109364,4425588452678551575,510,1,21.306407741207792,498
352.1910439655185,11611186228347653912,510,1,21.02223759045097,498
352.2162953354418,16434117014913227487,510,1,20.875535539288254,498
352.22906758636236,16022349853630135955,510,1,20.259072712559433,498
352.2539825560525,3749846133552050017,510,1,20.022237590450974,498
352.26832337956876,16357440266547265867,510,1,19.813801235456204,498
352.28214338142425,18167284257139625084,510,1,19.48624383558724,498
352.294880121015,6044329975745461816,499,1,18.57201213964098,498
352.32041508797556,15262545561800142950,499,1,18.260384036384753,498
352.33314176183194,14725877802322627679,499,1,17.96932089158171,498
352.34648135863245,15051562453347265426,499,1,17.363596750580008,498
352.35920644924045,5686091015254320720,499,1,17.066775193594633,498
352.38539918884635,10674999406503382207,499,1,16.77587984331721,498
352.3994831275195,17363904202130270330,499,1,16.45335645803088,498
352.4113031644374,14264986774112260255,499,1,15.918225346289814,498
352.43646128475666,8643661544474347858,499,1,15.643348647438229,498
352.44933478254825,637657128972095110,499,1,15.35371412166232,498
352.4635049989447,2397620027415838203,499,1,15.080120409064236,498
352.476343116723,7440896600680957607,499,1,14.511827899299803,498
352.5039561530575,6755749411553763938,499,1,14.187714172683897,498
352.5167520362884,5991222099579554474,499,1,13.972410513244812,498
352.5308920107782,4449279886125177510,499,1,13.667304052196686,498
352.5443940619007,13952330379577369176,499,1,13.119366778217499,498
352.5563242379576,6857690140948663194,499,1,12.880386023007578,498
352.58627142291516,9803522599983083667,499,1,12.552774978958315,498
352.5998511230573,6878852081991217326,499,1,12.260572446666902,498
352.6124549424276,13686765752856253552,499,1,11.611141903482624,498
352.6250617932528,1968645720293109786,499,1,11.325773967586704,498
352.6511162696406,3460111894975514964,499,1,10.925880951963613,498
352.66480446700007,5417974759610099817,499,1,10.62281976469631,498
352.67710793484,15278157281549086449,499,1,9.912576807819557,498
352.69113846868277,11161921951487571205,551,1,10.149140952852454,498
352.71799515746534,17114871186831853985,551,1,9.91293685021707,498
352.73087906930596,9280241841521731658,551,1,9.678640081313338,498
352.74435265827924,4490579960023165691,551,1,9.040360673096863,498
352.7692954335362,17228979830260092246,551,1,8.797193183329789,498
352.7824517879635,5896885742566074103,551,1,8.541779233840195,498
352.79583087563515,6944232958068720267,551,1,7.802156700518816,498
352.8090184973553,4224869039860667760,551,1,7.305277353850098,498
352.83451332431287,11336672736728858478,551,1,7.036088867810459,498
352.84750445652753,17237049854363612183,551,1,6.759660615351887,498
352.86197683773935,18126788547434405076,551,1,6.188059984472487,498
352.8763103717938,199485825469997364,551,1,5.591646506217215,498
352.9032901758328,6632039518724733373,551,1,5.000004394677376,498
352.9153032703325,7408678655316957790,551,1,4.732510163214897,498
352.9308063397184,2925094069427025381,551,1,4.096655322936273,498
352.94666740950197,4359703408924337845,551,1,3.7408878940613044,498
352.9597744066268,11701549223526433215,551,1,2.902681751874188,498
352.9847594508901,5884230226181885748,499,1,2.570065332733354,498
352.99891559779644,16533099882215588297,499,1,2.2539523375856487,498
353.0125864278525,15478704304671619913,499,1,1.6586697829591839,498
353.0256237294525,5593818553726574086,499,1,1.372846914612016,498
353.05127690546215,17704771776331515547,499,1,1.0882287753450481,498
353.06425542384386,4600198739674543104,499,1,0.8001151812898724,498
353.07614105474204,979259243737708270,499,1,0.232799602829179,498
364.4657803000882,5573407667889556967,1165,-2,0.2107182443142137,1135
364.4821180133149,7652846623326780709,1165,-2,0.5663297772407732,1135
364.49601716641337,13066951714017143229,1165,-2,0.8689424991607866,1135
364.5106119774282,14674286172424074730,1165,-2,1.519760251045247,1135
364.52589728776366,14577443337897599258,1165,-2,1.826002836227437,1135
364.554557855241,7159466320114634814,1165,-2,2.144347906112691,1135
364.569103452377,1660881999634881991,1165,-2,2.461460828781148,1135
364.5842082584277,5427806972933106311,1165,-2,2.79085373878481,1135
364.5978693580255,8677394170411368428,1165,-2,3.0888404846191606,1135
364.61595643218607,1383580179511758207,1165,-2,3.483494281768819,1135
364.6290343767032,4415578926903799847,1165,-2,3.7689239978790483,1135
364.6439079577103,4821701725092278536,1165,-2,4.408304214477559,1135
364.65831824112684,1158879154321586655,1165,-2,4.72098684310915,1135
364.6864571068436,14070095942112930706,1165,-2,5.023005962371846,1135
364.7027673535049,7690078686298810553,1165,-2,5.379455089569111,1135
364.7187455929816,8559484395902888079,1165,-2,5.72875165939333,1135
364.7338736951351,7581958362893384079,1165,-2,6.059555053710957,1135
364.747698941268,13957192567412676512,1165,-2,6.361945629119893,1135
364.7618162073195,14282071031790549676,1165,-2,6.6708021163940625,1135
364.7770545212552,11736691720827144210,1165,-2,7.300738334655781,1135
364.8045681482181,9942433882182666187,1165,-2,7.606611728668232,1135
364.8211046559736,12186752233930155990,1165,-2,7.968781948089619,1135
364.83596941363066,8245590900654141260,1165,-2,8.294427871704121,1135
364.8498069513589,6077811861054653445,1165,-2,8.597647666931172,1135
364.86350566800684,10817018273810040314,1165,-2,8.897899627685566,1135
364.87742922175676,10649840719341308690,1165,-2,9.517213821411152,1135
364.89175050053746,10893467917231969995,1165,-2,9.823387145996113,1135
364.9200911875814,15430475633899417898,1165,-2,10.138944625854512,1135
364.9337130934,8364515570071522366,1165,-2,10.437891006469746,1135
364.9473430849612,18313569029626045469,1165,-2,10.737086296081563,1135
364.9615447893739,2654662383555921170,1165,-2,11.338400840759297,1135
364.97472610883415,4175652061253814513,1165,-2,11.636439323425313,1135
365.0030189510435,291062849087581356,1165,-2,11.960006713867207,1135
365.0175933400169,3770957313454058457,1165,-2,12.28033447265627,1135
365.03111825697124,16654199095004236586,1165,-2,12.57767105102541,1135
365.0437975693494,1597988455714259266,1165,-2,13.159892082214375,1135
365.0702838432044,9984316733812127754,1165,-2,13.439099311828633,1135
365.086181236431,17240757880170849953,1165,-2,13.788929939270039,1135
365.1020533349365,4117049814172474479,1165,-2,14.13830566406252,1135
365.1164578087628,18444045271016803677,1156,-1,17.51030015945433,1135
365.1323384158313,3386627855825061599,1156,-1,17.682037532329545,1135
365.14923414960504,9857746553389959792,1165,-2,15.177425384521504,1135
365.16290645860136,1473660631787158263,1165,-2,15.478704452514668,1135
365.17697450332344,8941031499846577357,1165,-2,16.090274810791033,1135
365.2039437144995,628702124240285017,1165,-2,16.383434295654315,1135
365.217914102599,1901064313384383795,1165,-2,16.691581726074237,1135
365.2315850481391,9446846427948603410,1165,-2,16.99320030212404,1135
365.24491831101477,11543852920336102037,1165,-2,17.59583282470705,1135
365.25888991355896,14581171092747657392,1165,-2,17.88914871215822,1135
365.286320367828,4166755925576442392,1165,-2,18.20153236389162,1135
365.3001193655655,644627254276487356,1165,-2,18.506343841552752,1135
365.3138373848051,6439984700263126342,1165,-2,19.081787109375018,1135
365.3261611806229,11457861032440682533,1165,-2,19.383663177490252,1135
365.3535667285323,958182412875427785,1165,-2,19.687652587890643,1135
365.3675405466929,9934702342653253539,1165,-2,19.996688842773455,1135
365.3805993795395,16497873984718149679,1165,-2,20.28555870056154,1135
365.393967602402,10450629793357091127,1165,-2,20.88779258728029,1135
365.40781477093697,17588706625819134017,1165,-2,21.205427169799822,1135
365.4221637090668,2606578688495640515,1165,-2,21.560991287231463,1135
365.45265028905123,3264043773630129982,1165,-2,21.8805618286133,1135
365.4676975859329,7852763277447709566,1165,-2,22.213920593261737,1135
365.4816318731755,6002766164524096875,1165,-2,22.522697448730487,1135
365.49765528924763,4371391995453225029,1165,-2,22.877866744995135,1135
365.5150349382311,2443658545386514344,1165,-2,23.263208389282244,1135
365.52910662069917,15290997156263428935,1165,-2,23.89334487915041,1135
365.5434443419799,13693512192195348209,1146,1,17.444730500994034,1135
365.5693202614784,17769325063401469966,1146,1,17.314262072859115,1135
365.58430924173445,11285529961039020753,1146,1,16.911916631577323,1135
365.59729369636625,3710224120215898046,1165,-2,25.08860397338869,1135
365.61033066455275,12569963329565816233,1165,-2,25.70303916931154,1135
365.624955939129,4978783482122262296,1165,-2,26.00746917724611,1135
365.65220473054796,1921816877179811703,1165,-2,26.308578491210955,1135
365.66569904144853,12095432964566970414,1165,-2,26.60856246948244,1135
365.6798928072676,15141103885409771075,1165,-2,27.217582702636737,1135
365.6930851014331,1464396469859208930,1165,-2,27.58297538757326,1135
365.70950978342444,1464396469859208930,1165,-2,27.58297538757326,1135
365.7268807673827,6629226153723505178,1165,-2,28.24983787536623,1135
365.73947334103286,13367954258154972940,1165,-2,28.634513854980487,1135
365.7708914913237,6085449159289657152,1165,-2,28.949434280395526,1135
365.7850992176682,10304316947261077091,1165,-2,29.26592445373537,1135
365.7984448540956,7746123333609700819,1165,-2,29.56328201293947,1135
365.81528003513813,7552772432511652465,1165,-2,29.938488006591815,1135
365.83225249685347,15850567616142715533,1165,-2,30.31686973571779,1135
365.8460817411542,11275660695491307640,1165,-2,30.934555053710955,1135
365.8599490309134,10876724357621564600,1165,-2,31.26097488403322,1135
365.8745802761987,10066106089009528449,1165,-2,31.62228775024416,1135
365.8907710472122,6115389031452516702,1142,1,6.506770635826507,1135
365.9073895094916,2404795389499284295,1142,1,6.165100271685043,1135
365.9226917512715,1150415041678207228,1142,1,5.777049238665024,1135
365.9400662202388,5887440080223312616,1142,1,5.442158634645859,1135
365.9692249521613,5482361680089848137,1142,1,5.125551755411545,1135
365.9827974271029,8912695202530803615,1142,1,4.822192127687851,1135
365.99613105133176,9917809310789346856,1142,1,4.524102385027328,1135
366.01039195246994,684663037553245965,1142,1,3.8896412205528414,1135
366.03788815811276,11404512872834237168,1142,1,3.5901321720909274,1135
366.051335522905,1117701494366058466,1142,1,3.289221222383896,1135
366.0667547779158,8759951105424725686,1142,1,2.944095308763901,1135
366.07937064487487,5484698355565893304,1142,1,2.6616563153099215,1135
366.09364004805684,6707427548992866418,1142,1,2.342121536714951,1135
366.1106810737401,8802891556640333616,1142,1,1.673273022158066,1135
366.12349753268063,15344856783004107304,1142,1,1.3276161503624118,1135
366.15377796441317,2301380376670500375,1142,1,0.9946083378624118,1135
366.1679216111079,9336178859480395999,1142,1,0.6774935078453219,1135
366.1849808031693,10954562117130735075,1142,1,0.2949046444725192,1135
367.11372913233936,17790425150156127088,1425,-2,0.02709491923453422,1352
367.12737869657576,13160544415716036295,1425,-2,0.6192627549171648,1352
367.1397269712761,707981587318203568,1425,-2,1.0344414710998735,1352
367.1714456221089,10367970848179033503,1425,-2,1.3420751094818315,1352
367.1863634577021,2911822935418332819,1425,-2,1.6821520328521928,1352
367.19841603934765,792441567320261658,1425,-2,1.9569679498672685,1352
367.21201475150883,1352302995044489658,1425,-2,2.593900442123433,1352
367.226340980269,2333511227663158262,1425,-2,2.93733549118044,1352
367.2413932783529,6603641933627826505,1425,-2,3.263425588607808,1352
367.26877228636295,5916031475319330508,1425,-2,3.562230110168477,1352
367.28218849841505,2400496657011003310,1425,-2,3.868536949157735,1352
367.2991029350087,2045968543028518004,1425,-2,4.254809379577656,1352
367.31275830231607,1328093466843145481,1425,-2,4.884741306304951,1352
367.3266771165654,6645552116102871059,1425,-2,5.179539680480977,1352
367.35385255143046,12048903362600797228,1425,-2,5.505832195282002,1352
367.366358185187,14600547978867799936,1425,-2,5.791733264923115,1352
367.3787782266736,18061064240320614585,1425,-2,6.3789038658142285,1352
367.40477614384145,989764372368440612,1425,-2,6.67038345336916,1352
367.41888126917183,6844453654670043326,1425,-2,6.993112087249775,1352
367.4346067085862,10505921588383491914,1425,-2,7.353004455566426,1352
367.448216509074,17841936636459052950,1425,-2,7.6645460128784375,1352
367.4620113372803,8428338412548800054,1425,-2,8.256454467773457,1352
367.474064973183,13847015591292967456,1425,-2,8.601018905639668,1352
367.50421964842826,1991826915214732386,1425,-2,8.947316169738789,1352
367.5182977952063,1865364061869902676,1425,-2,9.269988059997578,1352
367.5311796274036,16915312935844980298,1425,-2,9.565305709838887,1352
367.5436024386436,18442440906990085026,1425,-2,10.13997745513918,1352
367.5691824182868,15350954450218771590,1425,-2,10.436900138855,1352
367.5826287921518,17439305637994917800,1425,-2,10.745416641235371,1352
367.59473356883973,9535679824342991450,1425,-2,11.336959838867207,1352
367.620897565037,6726811451347763632,1425,-2,11.62375545501711,1352
367.6338066011667,8530267101520611495,1425,-2,11.920133590698262,1352
367.64684468042105,2619061124319065233,1425,-2,12.219522476196309,1352
367.659583077766,484172845481076673,1425,-2,12.812849044799824,1352
367.68607404548675,9023262949675415771,1425,-2,13.120635032653828,1352
367.6980793150142,8176633541677090461,1425,-2,13.396498680114766,1352
367.711087805219,14095515673876798216,1425,-2,13.988007545471211,1352
367.7365615349263,16906157017054113689,1425,-2,14.281070709228535,1352
367.7489595618099,8760447276482345879,1425,-2,14.566163063049336,1352
367.76184596307576,16001230752379421200,1425,-2,14.862537384033223,1352
367.7768700392917,14768902471726777692,1425,-2,15.481956481933613,1352
367.80368081945926,2573712737607853093,1425,-2,15.825102806091328,1352
367.81767523195595,16316239098821195571,1425,-2,16.147220611572283,1352
367.8330023018643,5867632168132016863,1425,-2,16.50009727478029,1352
367.8468743460253,14283568884726778703,1425,-2,17.095773696899432,1352
367.8588682152331,15894234823613337758,1425,-2,17.3964252471924,1352
367.8844956215471,13444420703744835257,1425,-2,17.686201095581072,1352
367.89817514736205,13474318124316488085,1382,1,20.33059150240731,1352
367.91031978372484,10018022221111415224,1382,1,20.566583338001486,1352
367.9358665123582,2231461853900365696,1354,1,19.624624093050382,1352
367.9481494575739,8946488987120714435,1354,1,19.75432612466278,1352
367.96204771101475,3531615609699451335,1425,-2,19.75856018066408,1352
367.9874092321843,5076943804640020854,1425,-2,20.05940818786623,1352
368.00070148985833,11289267577517749400,1425,-2,20.366182327270526,1352
368.0130847096443,12433501056407600485,1425,-2,20.928527832031268,1352
368.02505977172405,409716118781964581,1425,-2,21.256731033325213,1352
368.05191086325794,1397167311584674111,1425,-2,21.548650741577166,1352
368.0645928932354,12138865604737938031,1425,-2,21.841619491577166,1352
368.0768575957045,4959162275174156347,1425,-2,22.420602798461932,1352
368.1028707427904,17959445348441803241,1425,-2,22.726226806640643,1352
368.1149053219706,12363962661214196919,1425,-2,23.004451751709002,1352
368.1290484573692,13145572658935828604,1425,-2,23.60507774353029,1352
368.14087858516723,1230028463976467516,1425,-2,23.936134338378924,1352
368.16813709866256,2452121326028689940,1425,-2,24.23567199707033,1352
368.1815593810752,5606490768116502865,1425,-2,24.546276092529315,1352
368.19393877964467,3148687003776054041,1425,-2,25.143680572509783,1352
368.2206370960921,11736908105250839126,1425,-2,25.450904846191424,1352
368.2333076875657,4521234057016238520,1425,-2,25.744337081909197,1352
368.2456562165171,265041589167721490,1425,-2,26.03035545349123,1352
368.26016695797443,18339146994842350048,1425,-2,26.66835021972658,1352
368.28592542465776,3466502544328210448,1425,-2,26.9634418487549,1352
368.2988300425932,12411733646119820776,1425,-2,27.262565612792987,1352
368.3104066075757,1181076544325564335,1425,-2,27.828754425048846,1352
368.33609488699585,257456548420038023,1425,-2,28.12667655944826,1352
368.3506148578599,7389143767152065294,1363,1,10.349063905040769,1352
368.36296066921204,11956952317822988455,1363,1,9.58301726178363,1352
368.37613832205534,5546774847664042616,1363,1,9.290137680332213,1352
368.4033557539806,5823055926555972537,1363,1,8.951009364883452,1352
368.41721758432686,9758563644222036876,1363,1,8.629001351158172,1352
368.42909694556147,16446408303857177965,1363,1,8.07128903464511,1352
368.44121934939176,8043292173843959537,1363,1,7.686794253150969,1352
368.4704964328557,9035680911108133183,1363,1,7.390839787284881,1352
368.482865806669,7754934463582311184,1363,1,7.103330822746306,1352
368.49541964381933,14263399049809234916,1363,1,6.500045986930877,1352
